eniq_oss_1	G2RBS01	SubNetwork=ONRM_ROOT_MO,SubNetwork=G2RBS01,ManagedElement=G2RBS01	ManagedElement=G2RBS01,GNBDUFunction=1,NRCellDU=1	0	1	1	2023-10-16	2023	10	16	10	2023-10-16 10:00:00	0	15MIN	19687	0	15	LOADED	23.Q3	eniq_oss_1	+0200	(null)	2023-10-16 08:00:00	(null)	76	16	89	84	62	39	37	68	5	78	2	77	(null)	82	(null)	10	(null)	(null)	(null)	87	98	10	66	67	21	21	14	17	99	35	59	7	78	29	26	99	64	32	75	39	17	98	53	65	95	96	(null)	(null)	98	94	94	31	29	43	60	99	59	57	74	46	48	20	87	75	52	66	45	53	20	1	88	83	93	31	49	87	58	65	16	94	8	84.0000	41.0000	44	41	3	27	95	35	37	1	65.0000	4	11	36	29	77	73	44	49	5	40	39	31	99	66	72	38	59	73	41	11	7	44	66	36	97	3	54	17	12	21	52	92	58	44	91	94	97	49	31	10	54	2	31	11	92	7	89	78	80	48	34	52	57	82	17	44	0	97	9	33	92	10	37	31	12	92	3
eniq_oss_1	G2RBS01	SubNetwork=ONRM_ROOT_MO,SubNetwork=G2RBS01,ManagedElement=G2RBS01	ManagedElement=G2RBS01,GNBDUFunction=1,NRCellDU=1	1	1	1	2023-10-16	2023	10	16	10	2023-10-16 10:00:00	0	15MIN	19687	0	15	LOADED	23.Q3	eniq_oss_1	+0200	(null)	2023-10-16 08:00:00	(null)	13	3	53	65	97	17	6	93	23	58	86	91	(null)	75	(null)	64	(null)	(null)	(null)	4	49	36	94	61	31	96	88	58	1	41	1	40	15	98	22	14	14	70	7	97	62	69	74	61	73	23	(null)	(null)	90	36	75	94	74	23	57	60	91	91	37	57	65	48	37	84	82	7	67	20	9	70	42	66	52	80	35	11	79	6	57	52	75	15.0000	94.0000	87	14	23	69	35	86	43	52	17.0000	25	46	38	23	67	3	29	11	91	58	36	28	72	65	1	69	25	57	75	56	8	83	82	38	58	45	4	86	15	39	62	76	19	95	98	31	9	52	43	88	68	48	25	30	46	43	29	59	13	20	7	57	87	3	46	17	13	85	65	98	10	43	71	89	78	72	45
eniq_oss_1	G2RBS01	SubNetwork=ONRM_ROOT_MO,SubNetwork=G2RBS01,ManagedElement=G2RBS01	ManagedElement=G2RBS01,GNBDUFunction=1,NRCellDU=1	2	1	1	2023-10-16	2023	10	16	10	2023-10-16 10:00:00	0	15MIN	19687	0	15	LOADED	23.Q3	eniq_oss_1	+0200	(null)	2023-10-16 08:00:00	(null)	9	56	15	92	67	17	76	97	11	13	40	60	(null)	68	(null)	23	(null)	(null)	(null)	30	88	93	76	78	20	21	5	51	17	51	62	84	71	99	6	97	36	60	80	30	75	71	55	80	12	12	(null)	(null)	76	89	28	9	93	17	69	74	98	30	30	58	66	38	99	99	45	57	46	68	0	16	56	99	63	8	13	12	18	44	68	67	54	15.0000	80.0000	60	7	40	72	14	4	79	42	10.0000	7	33	55	5	61	72	54	88	91	94	75	98	51	63	95	85	51	86	83	52	72	57	78	30	8	84	3	22	91	3	99	89	88	78	9	72	50	7	53	91	85	18	89	96	12	64	23	78	39	69	14	49	14	81	98	60	4	62	45	76	86	1	38	96	55	13	27
eniq_oss_1	G2RBS01	SubNetwork=ONRM_ROOT_MO,SubNetwork=G2RBS01,ManagedElement=G2RBS01	ManagedElement=G2RBS01,GNBDUFunction=1,NRCellDU=1	3	1	1	2023-10-16	2023	10	16	10	2023-10-16 10:00:00	0	15MIN	19687	0	15	LOADED	23.Q3	eniq_oss_1	+0200	(null)	2023-10-16 08:00:00	(null)	51	83	48	52	25	39	60	30	25	74	99	5	(null)	50	(null)	73	(null)	(null)	(null)	85	60	43	60	20	88	77	15	35	99	75	95	88	42	86	71	13	82	21	36	97	63	1	85	33	60	56	(null)	(null)	9	21	55	88	24	51	78	52	60	80	95	23	48	45	54	89	44	46	22	42	28	92	3	58	31	43	59	45	50	28	80	97	39	22.0000	17.0000	74	84	93	40	7	12	73	1	42.0000	98	57	68	28	63	26	29	40	30	55	83	18	11	98	16	6	70	54	19	55	31	26	15	83	39	35	24	37	8	97	32	87	67	48	24	94	32	78	94	0	87	72	72	43	15	16	20	76	78	93	59	24	31	22	54	25	84	38	72	60	97	65	41	73	88	74	60
eniq_oss_1	G2RBS01	SubNetwork=ONRM_ROOT_MO,SubNetwork=G2RBS01,ManagedElement=G2RBS01	ManagedElement=G2RBS01,GNBDUFunction=1,NRCellDU=1	4	1	1	2023-10-16	2023	10	16	10	2023-10-16 10:00:00	0	15MIN	19687	0	15	LOADED	23.Q3	eniq_oss_1	+0200	(null)	2023-10-16 08:00:00	(null)	63	79	90	78	97	80	88	(null)	42	38	27	72	(null)	28	(null)	50	(null)	(null)	(null)	48	80	51	99	15	5	40	55	74	41	7	66	40	91	50	48	68	13	3	42	18	41	1	66	15	22	72	(null)	(null)	56	95	88	33	(null)	(null)	36	67	4	84	73	86	65	31	12	58	16	86	69	77	98	23	37	(null)	79	68	19	28	86	84	73	12	2	84.0000	7.0000	93	27	52	23	48	24	42	44	75.0000	13	80	25	91	37	84	86	79	56	89	40	71	78	23	99	94	74	3	58	85	5	53	28	45	47	78	64	63	70	99	32	61	76	56	(null)	(null)	(null)	(null)	(null)	(null)	18	98	63	23	50	31	38	78	7	62	40	73	31	69	64	33	97	63	81	32	63	27	1	48	58	34	30
eniq_oss_1	G2RBS01	SubNetwork=ONRM_ROOT_MO,SubNetwork=G2RBS01,ManagedElement=G2RBS01	ManagedElement=G2RBS01,GNBDUFunction=1,NRCellDU=1	5	1	1	2023-10-16	2023	10	16	10	2023-10-16 10:00:00	0	15MIN	19687	0	15	LOADED	23.Q3	eniq_oss_1	+0200	(null)	2023-10-16 08:00:00	(null)	67	93	95	25	1	37	34	(null)	99	35	38	64	(null)	63	(null)	70	(null)	(null)	(null)	67	95	24	7	54	93	66	43	44	66	85	55	80	55	99	44	57	86	38	29	10	32	78	23	14	43	74	(null)	(null)	31	91	4	63	(null)	(null)	90	99	78	73	39	93	54	79	96	65	46	79	42	27	74	59	31	(null)	99	66	66	72	15	69	35	57	13	37.0000	4.0000	19	3	13	52	87	70	20	51	(null)	44	56	29	81	24	68	50	57	89	30	86	17	41	97	70	12	25	35	96	29	98	8	75	12	24	39	45	70	52	24	34	12	15	78	(null)	(null)	(null)	(null)	(null)	(null)	13	61	97	39	9	8	64	55	24	30	26	55	34	42	13	73	19	35	11	62	64	59	30	23	60	48	23
eniq_oss_1	G2RBS01	SubNetwork=ONRM_ROOT_MO,SubNetwork=G2RBS01,ManagedElement=G2RBS01	ManagedElement=G2RBS01,GNBDUFunction=1,NRCellDU=1	6	1	1	2023-10-16	2023	10	16	10	2023-10-16 10:00:00	0	15MIN	19687	0	15	LOADED	23.Q3	eniq_oss_1	+0200	(null)	2023-10-16 08:00:00	(null)	93	7	64	3	54	9	28	(null)	96	4	58	28	(null)	76	(null)	56	(null)	(null)	(null)	4	8	41	48	82	71	42	11	1	90	44	40	96	26	48	68	43	22	33	28	6	46	13	1	70	76	24	(null)	(null)	19	38	96	58	(null)	(null)	55	44	14	61	48	77	94	36	89	71	0	14	93	48	53	13	69	(null)	7	92	97	71	67	2	53	89	19	64.0000	81.0000	88	49	41	38	41	49	62	48	(null)	48	74	29	71	94	53	39	11	65	2	67	99	98	83	58	96	63	17	27	79	47	31	78	15	22	92	21	76	76	1	97	84	81	91	(null)	(null)	(null)	(null)	(null)	(null)	94	(null)	(null)	(null)	18	77	(null)	(null)	(null)	(null)	(null)	(null)	(null)	46	44	68	23	8	91	58	39	9	37	10	72	75	66
eniq_oss_1	G2RBS01	SubNetwork=ONRM_ROOT_MO,SubNetwork=G2RBS01,ManagedElement=G2RBS01	ManagedElement=G2RBS01,GNBDUFunction=1,NRCellDU=1	7	1	1	2023-10-16	2023	10	16	10	2023-10-16 10:00:00	0	15MIN	19687	0	15	LOADED	23.Q3	eniq_oss_1	+0200	(null)	2023-10-16 08:00:00	(null)	95	79	56	67	21	5	64	(null)	16	43	90	37	(null)	50	(null)	35	(null)	(null)	(null)	8	82	26	43	6	56	74	39	69	22	13	72	18	35	45	61	19	76	16	74	98	70	19	41	95	98	52	(null)	(null)	26	77	43	53	(null)	(null)	97	18	19	4	60	80	3	1	11	46	88	2	22	59	27	19	17	(null)	17	51	53	60	8	78	73	53	63	40.0000	17.0000	30	51	7	36	3	95	83	53	(null)	22	82	25	66	75	95	50	84	56	23	68	95	32	96	86	28	98	15	19	44	28	90	9	68	21	57	21	20	74	9	93	77	7	49	(null)	(null)	(null)	(null)	(null)	(null)	8	(null)	(null)	(null)	15	27	(null)	(null)	(null)	(null)	(null)	(null)	(null)	8	85	57	87	81	59	53	9	82	36	86	81	22	13
eniq_oss_1	G2RBS01	SubNetwork=ONRM_ROOT_MO,SubNetwork=G2RBS01,ManagedElement=G2RBS01	ManagedElement=G2RBS01,GNBDUFunction=1,NRCellDU=1	8	1	1	2023-10-16	2023	10	16	10	2023-10-16 10:00:00	0	15MIN	19687	0	15	LOADED	23.Q3	eniq_oss_1	+0200	(null)	2023-10-16 08:00:00	(null)	90	3	1	78	82	62	4	(null)	47	52	69	(null)	(null)	55	(null)	30	(null)	(null)	(null)	7	94	77	12	90	77	80	24	95	27	11	37	18	22	17	43	10	95	63	90	60	73	46	88	67	84	91	(null)	(null)	28	71	(null)	(null)	(null)	(null)	91	86	45	93	63	3	14	61	99	(null)	(null)	(null)	(null)	(null)	(null)	(null)	43	(null)	20	96	23	68	6	63	66	72	6	43.0000	6.0000	5	70	64	40	13	(null)	8	44	(null)	21	67	77	12	21	56	7	78	(null)	19	10	62	14	76	95	16	81	21	22	43	56	99	75	62	23	72	16	92	(null)	23	23	53	63	45	(null)	(null)	(null)	(null)	(null)	(null)	7	(null)	(null)	(null)	75	56	(null)	(null)	(null)	(null)	(null)	(null)	(null)	18	80	49	62	30	52	87	16	25	89	88	82	8	63
eniq_oss_1	G2RBS01	SubNetwork=ONRM_ROOT_MO,SubNetwork=G2RBS01,ManagedElement=G2RBS01	ManagedElement=G2RBS01,GNBDUFunction=1,NRCellDU=1	9	1	1	2023-10-16	2023	10	16	10	2023-10-16 10:00:00	0	15MIN	19687	0	15	LOADED	23.Q3	eniq_oss_1	+0200	(null)	2023-10-16 08:00:00	(null)	63	1	20	67	4	45	46	(null)	71	20	64	(null)	(null)	47	(null)	32	(null)	(null)	(null)	30	35	21	74	85	83	58	52	38	89	93	36	12	44	55	80	85	88	33	15	31	6	62	56	21	67	53	(null)	(null)	51	74	(null)	(null)	(null)	(null)	68	61	91	85	78	1	0	4	9	(null)	(null)	(null)	(null)	(null)	(null)	(null)	97	(null)	10	7	64	77	53	36	95	18	7	17.0000	64.0000	99	93	47	69	14	(null)	47	79	(null)	(null)	67	36	7	44	95	83	16	(null)	74	76	4	36	85	74	56	90	65	97	35	80	20	47	21	99	65	0	24	(null)	56	10	(null)	52	89	(null)	(null)	(null)	(null)	(null)	(null)	93	(null)	(null)	(null)	28	29	(null)	(null)	(null)	(null)	(null)	(null)	(null)	61	87	81	43	31	45	38	68	12	14	73	47	0	3
eniq_oss_1	G2RBS01	SubNetwork=ONRM_ROOT_MO,SubNetwork=G2RBS01,ManagedElement=G2RBS01	ManagedElement=G2RBS01,GNBDUFunction=1,NRCellDU=1	10	1	1	2023-10-16	2023	10	16	10	2023-10-16 10:00:00	0	15MIN	19687	0	15	LOADED	23.Q3	eniq_oss_1	+0200	(null)	2023-10-16 08:00:00	(null)	50	80	81	85	55	22	67	(null)	37	84	3	(null)	(null)	52	(null)	10	(null)	(null)	(null)	86	4	17	43	64	88	66	2	67	96	49	84	19	58	93	0	81	76	26	10	46	77	67	86	90	48	97	(null)	(null)	15	25	(null)	(null)	(null)	(null)	(null)	(null)	25	92	92	52	76	91	23	(null)	(null)	(null)	(null)	(null)	(null)	(null)	1	(null)	37	58	15	46	86	0	8	71	52	99.0000	80.0000	79	17	11	74	4	(null)	90	8	(null)	(null)	11	11	10	90	1	58	97	(null)	98	3	8	78	68	70	33	62	30	73	99	97	50	49	27	25	98	15	53	(null)	20	44	(null)	70	92	(null)	(null)	(null)	(null)	(null)	(null)	32	(null)	(null)	(null)	34	65	(null)	(null)	(null)	(null)	(null)	(null)	(null)	32	98	43	32	69	27	50	46	46	1	63	58	65	47
