BIE01 BIE01    BSCQOS     eniq_oss_1 BIE01 BIE01%3A14 2023-11-13    2023       11     13      10 2023-11-13 10:00:00.0      0 15MIN           3661        6              15 LOADED               eniq_oss_1 +0000                    0 2023-11-13 10:00:00.0        31          77           85 
BIE01 A0       BSCQOS     eniq_oss_1 A0    BIE01%3A14 2023-11-13    2023       11     13      10 2023-11-13 10:00:00.0      0 15MIN           3661        6              15 LOADED               eniq_oss_1 +0000                    0 2023-11-13 10:00:00.0        98          50           15 
BIE01 A1       BSCQOS     eniq_oss_1 A1    BIE01%3A14 2023-11-13    2023       11     13      10 2023-11-13 10:00:00.0      0 15MIN           3661        6              15 LOADED               eniq_oss_1 +0000                    0 2023-11-13 10:00:00.0        86          81           15 
BIE01 A2       BSCQOS     eniq_oss_1 A2    BIE01%3A14 2023-11-13    2023       11     13      10 2023-11-13 10:00:00.0      0 15MIN           3661        6              15 LOADED               eniq_oss_1 +0000                    0 2023-11-13 10:00:00.0        42          22           27 
BIE01 A3       BSCQOS     eniq_oss_1 A3    BIE01%3A14 2023-11-13    2023       11     13      10 2023-11-13 10:00:00.0      0 15MIN           3661        6              15 LOADED               eniq_oss_1 +0000                    0 2023-11-13 10:00:00.0        66          26           73 
BIE01 A4       BSCQOS     eniq_oss_1 A4    BIE01%3A14 2023-11-13    2023       11     13      10 2023-11-13 10:00:00.0      0 15MIN           3661        6              15 LOADED               eniq_oss_1 +0000                    0 2023-11-13 10:00:00.0        81          60           19 
BIE01 A5       BSCQOS     eniq_oss_1 A5    BIE01%3A14 2023-11-13    2023       11     13      10 2023-11-13 10:00:00.0      0 15MIN           3661        6              15 LOADED               eniq_oss_1 +0000                    0 2023-11-13 10:00:00.0        28          84           94 
BIE01 A6       BSCQOS     eniq_oss_1 A6    BIE01%3A14 2023-11-13    2023       11     13      10 2023-11-13 10:00:00.0      0 15MIN           3661        6              15 LOADED               eniq_oss_1 +0000                    0 2023-11-13 10:00:00.0        26          83           45 
BIE01 A7       BSCQOS     eniq_oss_1 A7    BIE01%3A14 2023-11-13    2023       11     13      10 2023-11-13 10:00:00.0      0 15MIN           3661        6              15 LOADED               eniq_oss_1 +0000                    0 2023-11-13 10:00:00.0        17          47           78 
BIE01 A8       BSCQOS     eniq_oss_1 A8    BIE01%3A14 2023-11-13    2023       11     13      10 2023-11-13 10:00:00.0      0 15MIN           3661        6              15 LOADED               eniq_oss_1 +0000                    0 2023-11-13 10:00:00.0        99          64           81 
BIE01 A9       BSCQOS     eniq_oss_1 A9    BIE01%3A14 2023-11-13    2023       11     13      10 2023-11-13 10:00:00.0      0 15MIN           3661        6              15 LOADED               eniq_oss_1 +0000                    0 2023-11-13 10:00:00.0        76          35           75 
