eniq_oss_2 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=ERBSG201,ManagedElement=1,ENodeBFunction=1,NbIotCell=1           (NULL)     75 1                     (NULL) ERBSG201                      (NULL)           (NULL) NBIOT_INBAND  NOT_MAPPED        (NULL) NOT_MAPPED                  (NULL)             (NULL)         (NULL)     (NULL)           (NULL) NOT_MAPPED          43           (NULL) SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=ERBSG201,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=ERBSG201-1                           -1 MAPPED_SI_1       NOT_MAPPED               74 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=ERBSG201                    Ericsson ACTIVE   2024-03-22 12:34:31.0 2024-04-25 10:00:30.0 ENIQ     
eniq_oss_2 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=ERBSG202,ManagedElement=1,ENodeBFunction=1,NbIotCell=1           (NULL)     40 1                     (NULL) ERBSG202                      (NULL)           (NULL) NBIOT_INBAND  NOT_MAPPED        (NULL) NOT_MAPPED                  (NULL)             (NULL)         (NULL)     (NULL)           (NULL) NOT_MAPPED          87           (NULL) SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=ERBSG202,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=ERBSG202-1                           -1 MAPPED_SI_1       NOT_MAPPED               88 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=ERBSG202                    Ericsson ACTIVE   2024-03-22 12:34:31.0 2024-04-25 10:00:30.0 ENIQ     
eniq_oss_2 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=ERBSG205,ManagedElement=1,ENodeBFunction=1,NbIotCell=1           (NULL)     37 1                     (NULL) ERBSG205                      (NULL)           (NULL) NBIOT_INBAND  NOT_MAPPED        (NULL) NOT_MAPPED                  (NULL)             (NULL)         (NULL)     (NULL)           (NULL) NOT_MAPPED          40           (NULL) SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=ERBSG205,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=ERBSG205-1                           -1 MAPPED_SI_1       NOT_MAPPED               31 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=ERBSG205                    Ericsson ACTIVE   2024-03-22 12:34:31.0 2024-04-25 10:00:30.0 ENIQ     
eniq_oss_2 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=ERBSG204,ManagedElement=1,ENodeBFunction=1,NbIotCell=1           (NULL)      8 1                     (NULL) ERBSG204                      (NULL)           (NULL) NBIOT_INBAND  NOT_MAPPED        (NULL) NOT_MAPPED                  (NULL)             (NULL)         (NULL)     (NULL)           (NULL) NOT_MAPPED          24           (NULL) SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=ERBSG204,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=ERBSG204-1                           -1 MAPPED_SI_1       NOT_MAPPED               93 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=ERBSG204                    Ericsson ACTIVE   2024-03-22 12:34:31.0 2024-04-25 10:00:30.0 ENIQ     
eniq_oss_2 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=ERBSG203,ManagedElement=1,ENodeBFunction=1,NbIotCell=1           (NULL)     54 1                     (NULL) ERBSG203                      (NULL)           (NULL) NBIOT_INBAND  NOT_MAPPED        (NULL) NOT_MAPPED                  (NULL)             (NULL)         (NULL)     (NULL)           (NULL) NOT_MAPPED          58           (NULL) SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=ERBSG203,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=ERBSG203-1                           -1 MAPPED_SI_1       NOT_MAPPED               79 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=ERBSG203                    Ericsson ACTIVE   2024-04-05 15:45:30.0 2024-04-25 10:00:30.0 ENIQ     
eniq_oss_1 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=ERBSG201,ManagedElement=1,ENodeBFunction=1,NbIotCell=1           (NULL)     39 1                     (NULL) ERBSG201                      (NULL)           (NULL) NBIOT_INBAND  NOT_MAPPED        (NULL) NOT_MAPPED                  (NULL)             (NULL)         (NULL)     (NULL)           (NULL) NOT_MAPPED          24           (NULL) SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=ERBSG201,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=ERBSG201-1                           -1 MAPPED_SI_1       NOT_MAPPED               46 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=ERBSG201                    Ericsson ACTIVE   2024-04-11 14:48:45.0 2024-06-03 12:26:36.0 ENIQ     
eniq_oss_1 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=ERBS1,ManagedElement=1,ENodeBFunction=1,NbIotCell=1              (NULL)      2 1                          1 ERBS1                              1                1 NBIOT_INBAND  NOT_MAPPED        (NULL) NOT_MAPPED                  (NULL)                  1         (NULL)     (NULL)                1 NOT_MAPPED          64                1 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=ERBS1,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=ERBS1-1                                 -1 MAPPED_SI_1       NOT_MAPPED               22 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=ERBS1                       Ericsson ACTIVE   2024-04-11 14:58:01.0 2024-06-03 16:43:05.0 ENIQ     
eniq_oss_1 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=ERBSG202,ManagedElement=1,ENodeBFunction=1,NbIotCell=1           (NULL)     92 1                     (NULL) ERBSG202                      (NULL)           (NULL) NBIOT_INBAND  NOT_MAPPED        (NULL) NOT_MAPPED                  (NULL)             (NULL)         (NULL)     (NULL)           (NULL) NOT_MAPPED          30           (NULL) SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=ERBSG202,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=ERBSG202-1                           -1 MAPPED_SI_1       NOT_MAPPED               31 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=ERBSG202                    Ericsson ACTIVE   2024-04-11 15:44:33.0 2024-06-03 21:30:12.0 ENIQ     
eniq_oss_1 SubNetwork=ONRM_ROOT_MO,SubNetwork=E_R-B_S-2-SUBNW-1,MeContext=E_R-B_S-21,ManagedElement=1,ENodeBFunction=1,NbIotCell=1    (NULL)     32 1                          1 E_R-B_S-21                         1                1 NBIOT_INBAND  NOT_MAPPED        (NULL) NOT_MAPPED                  (NULL)                  1         (NULL)     (NULL)                1 NOT_MAPPED           9                1 SubNetwork=ONRM_ROOT_MO,SubNetwork=E_R-B_S-2-SUBNW-1,MeContext=E_R-B_S-21,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=E_R-B_S-21-1                  -1 MAPPED_SI_1       NOT_MAPPED               53 SubNetwork=ONRM_ROOT_MO,SubNetwork=E_R-B_S-2-SUBNW-1,MeContext=E_R-B_S-21             Ericsson ACTIVE   2024-04-11 15:44:33.0 2024-06-03 21:30:12.0 ENIQ     
eniq_oss_3 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=RadioNodeMixed1639,ManagedElement=1,ENodeBFunction=1,NbIotCell=1 (NULL)     18 1                     (NULL) RadioNodeMixed1639            (NULL)           (NULL) NBIOT_INBAND  NOT_MAPPED        (NULL) NOT_MAPPED                  (NULL)             (NULL)         (NULL)     (NULL)           (NULL) NOT_MAPPED          81           (NULL) SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=RadioNodeMixed1639,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=RadioNodeMixed1639-1       -1 MAPPED_SI_1       NOT_MAPPED               81 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=RadioNodeMixed1639          Ericsson DEACTIVE 2024-04-18 07:30:53.0 2024-04-19 11:30:56.0 ENIQ     
eniq_oss_3 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=RadioNodeMixed441,ManagedElement=1,ENodeBFunction=1,NbIotCell=1  (NULL)     82 1                     (NULL) RadioNodeMixed441             (NULL)           (NULL) NBIOT_INBAND  NOT_MAPPED        (NULL) NOT_MAPPED                  (NULL)             (NULL)         (NULL)     (NULL)           (NULL) NOT_MAPPED           6           (NULL) SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=RadioNodeMixed441,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=RadioNodeMixed441-1         -1 MAPPED_SI_1       NOT_MAPPED               21 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=RadioNodeMixed441           Ericsson DEACTIVE 2024-04-18 07:30:53.0 2024-04-19 11:30:56.0 ENIQ     
eniq_oss_3 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=RadioNodeMixed1510,ManagedElement=1,ENodeBFunction=1,NbIotCell=1 (NULL)     62 1                     (NULL) RadioNodeMixed1510            (NULL)           (NULL) NBIOT_INBAND  NOT_MAPPED        (NULL) NOT_MAPPED                  (NULL)             (NULL)         (NULL)     (NULL)           (NULL) NOT_MAPPED          35           (NULL) SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=RadioNodeMixed1510,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=RadioNodeMixed1510-1       -1 MAPPED_SI_1       NOT_MAPPED               84 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=RadioNodeMixed1510          Ericsson DEACTIVE 2024-04-18 07:30:53.0 2024-04-19 11:30:55.0 ENIQ     
eniq_oss_3 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=RadioNodeMixed1914,ManagedElement=1,ENodeBFunction=1,NbIotCell=1 (NULL)     12 1                     (NULL) RadioNodeMixed1914            (NULL)           (NULL) NBIOT_INBAND  NOT_MAPPED        (NULL) NOT_MAPPED                  (NULL)             (NULL)         (NULL)     (NULL)           (NULL) NOT_MAPPED          65           (NULL) SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=RadioNodeMixed1914,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=RadioNodeMixed1914-1       -1 MAPPED_SI_1       NOT_MAPPED               23 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=RadioNodeMixed1914          Ericsson DEACTIVE 2024-04-18 07:30:53.0 2024-04-19 11:30:56.0 ENIQ     
eniq_oss_3 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=RadioNodeMixed839,ManagedElement=1,ENodeBFunction=1,NbIotCell=1  (NULL)     81 1                     (NULL) RadioNodeMixed839             (NULL)           (NULL) NBIOT_INBAND  NOT_MAPPED        (NULL) NOT_MAPPED                  (NULL)             (NULL)         (NULL)     (NULL)           (NULL) NOT_MAPPED          64           (NULL) SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=RadioNodeMixed839,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=RadioNodeMixed839-1         -1 MAPPED_SI_1       NOT_MAPPED               44 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=RadioNodeMixed839           Ericsson DEACTIVE 2024-04-18 07:30:53.0 2024-04-19 11:30:56.0 ENIQ     
eniq_oss_3 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=RadioNodeMixed770,ManagedElement=1,ENodeBFunction=1,NbIotCell=1  (NULL)      8 1                     (NULL) RadioNodeMixed770             (NULL)           (NULL) NBIOT_INBAND  NOT_MAPPED        (NULL) NOT_MAPPED                  (NULL)             (NULL)         (NULL)     (NULL)           (NULL) NOT_MAPPED          13           (NULL) SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=RadioNodeMixed770,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=RadioNodeMixed770-1         -1 MAPPED_SI_1       NOT_MAPPED               41 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=RadioNodeMixed770           Ericsson DEACTIVE 2024-04-18 07:30:53.0 2024-04-19 11:30:58.0 ENIQ     
eniq_oss_3 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=RadioNodeMixed174,ManagedElement=1,ENodeBFunction=1,NbIotCell=1  (NULL)     94 1                     (NULL) RadioNodeMixed174             (NULL)           (NULL) NBIOT_INBAND  NOT_MAPPED        (NULL) NOT_MAPPED                  (NULL)             (NULL)         (NULL)     (NULL)           (NULL) NOT_MAPPED          92           (NULL) SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=RadioNodeMixed174,ManagedElement=1,ENodeBFunction=1,EUtranCellFDD=RadioNodeMixed174-1         -1 MAPPED_SI_1       NOT_MAPPED               13 SubNetwork=ONRM_ROOT_MO,SubNetwork=ERBS-SUBNW-1,MeContext=RadioNodeMixed174           Ericsson DEACTIVE 2024-04-18 07:30:54.0 2024-04-19 11:30:59.0 ENIQ     
